INDEX,RFR,SVR,MLP,GRU,LSTM
225,10.68827671,11.811957,21.54646683,1.1917038,1.62050629
226,12.83502474,10.33852075,16.14430237,10.06369781,6.05444336
227,9.64818936,1.858782263,17.28550339,7.31853104,4.24240112
228,4.940449136,1.029665946,11.78327179,12.12968826,11.03243637
229,17.65556076,23.07225416,6.94663239,15.68283463,18.36880875
230,16.24864777,27.27530105,26.25519791,17.20990982,24.33991852
231,15.11973475,22.35049565,22.93418732,25.15062943,22.61718216
232,11.21900225,16.56329639,13.77213287,19.63582993,21.65816498
233,9.842854599,18.72513429,19.0364151,27.56069183,27.00469208
234,20.02242333,13.1568269,18.76974869,5.59951401,5.67021942
235,14.56450426,26.36177889,21.50380356,34.63004333,34.54681427
236,23.16792522,11.74632637,8.36520767,13.43762207,4.31214905
237,23.57642653,15.34742421,13.5252037,11.70732498,14.02800369
238,20.60598664,17.1766084,18.64913559,16.37494659,16.83951569
239,13.65642368,20.86304268,17.52531815,14.7231369,18.17422485
240,16.80518353,17.68172703,17.42533493,21.66765976,14.43566513
241,13.91537653,12.97150523,15.29375458,1.68567276,0.67231369
242,8.958336572,11.50133574,15.11571884,5.06136322,3.88801193
243,11.78264232,13.29602021,15.4463768,8.68701553,7.16405106
244,10.6851175,10.60406101,9.56884766,15.39887619,12.3795166
245,7.33757209,7.886707546,3.39405823,0.15774536,0.75199509
246,6.275230518,5.469022793,15.97843552,9.51889801,8.86865997
247,4.682551904,11.00907917,16.52946854,1.40203094,4.04417801
248,9.383501714,11.5287732,13.87284241,7.24082336,9.59720764
249,9.669142549,8.419175177,0.37040939,15.68761597,10.90529785
250,10.65362084,5.461248706,7.44747467,7.16168518,5.27283783
251,17.35403957,5.982059502,10.65153275,7.82156525,11.28906021
252,14.62448893,0.047887641,1.44255676,22.06685028,14.30944214
253,16.42041595,29.11288592,18.56769791,17.2137207,27.54048004
254,10.3338401,0.285825791,10.20455933,19.44406891,10.17462921
255,7.079017049,0.825199387,5.93756485,6.07062531,6.97405243
256,8.568580816,6.136355383,4.32294846,6.02307892,5.04059601
257,11.31974513,7.43550337,15.20394516,6.47173309,6.22016907
258,28.59489974,32.01036373,32.65359116,39.28911591,36.53575134
259,5.850142441,9.315875558,3.12627518,4.98119843,7.99250519
260,4.652745281,5.796709705,1.60500122,14.69449402,0.95734238
261,94.55755125,95.95235308,92.99885941,92.64029694,100.9822044
262,0.847438288,5.921208588,2.48744202,3.29520035,1.29358292
263,12.1991517,2.370819913,3.05329559,1.94588516,3.7093663
264,1.853184634,12.02157843,0.09870552,8.70090317,8.45447372
265,1.943022294,8.865050056,14.27406143,4.98969864,5.45560287
266,2.431888617,10.64552483,9.85031128,4.84693527,14.98354721
267,2.77004367,9.37494044,12.69707703,10.82469009,8.85859131
268,0.491051699,10.57969336,10.63959885,11.9562645,17.39797592
269,1.425695338,11.11540313,3.87475098,17.8561467,24.83421219
270,9.160626747,14.17955784,1.33097183,10.1337825,21.19432938
271,15.64377035,9.743216966,8.0711937,6.4101944,8.68887329
272,10.52595778,16.01068659,28.24927902,2.64855194,2.39177704
273,9.552128738,14.31347281,33.18569565,6.56292725,7.21138
274,8.997618272,10.66076699,27.68136215,1.10344696,2.49590302
275,7.748860498,1.984531667,19.10065842,10.6087265,3.26363373
276,6.730140683,2.31522738,16.53922653,1.98522186,9.88119125
277,10.76752841,4.027848282,5.62882996,2.67282104,15.27100754
278,20.31663114,30.10366666,40.38448212,18.45490524,21.14764664
279,4.953002044,0.10337347,13.16136093,2.76607437,9.18104095
280,17.58360984,23.98693168,27.23553467,17.50134659,19.95821762
281,12.25988925,23.31514782,19.74006958,17.52731628,18.27318115
282,18.10091412,25.29936241,19.34166145,35.55547523,33.9032421
283,24.58318761,32.50923086,20.96798462,48.55656189,37.54691833
284,7.823359601,9.911920245,12.02566147,10.05962753,11.93149948
285,18.1588007,18.94728615,15.26438965,19.94495453,8.42837204
286,14.33259418,7.589030508,11.44537323,23.29841202,19.40968674
287,15.66383278,10.37748418,19.03205078,16.02663391,13.64121216
288,32.63610548,24.36827349,36.7131424,27.26490021,18.86646652
289,31.34556285,37.39474066,39.70253677,30.58615036,32.52689285
290,27.09112127,27.43158859,23.53658295,23.89981842,27.18363953
291,21.51482992,29.44248673,29.6274408,18.99173294,22.34439789
292,20.71869653,29.55750269,25.35406799,27.31434555,35.38664932
293,23.7712501,31.36648906,36.00360107,19.20841408,27.31121445
294,20.1574215,25.97999895,21.15635605,45.50128098,35.82322998
295,11.7050589,16.00134515,25.49822159,25.12538834,19.69345016
296,11.6091836,10.58006379,8.70660065,19.30178406,15.44635918
297,12.29989127,12.05506319,0.20193054,9.98759987,6.08244087
298,1.850619481,11.11917526,3.58429413,6.40548592,13.52059631
299,7.787191566,13.25221802,1.33783417,6.19888573,2.07622986
300,20.52335917,19.66260289,18.7770462,18.37407684,9.41619492
301,26.96351803,29.51314332,24.10739899,37.62527084,27.17043686
302,0.280939207,4.541387433,3.97848083,3.66588638,0.9980397
303,17.90620842,20.39563525,9.76887741,21.38064423,25.62990799
304,7.310590464,11.55669547,11.85935974,9.76129532,19.73547745
305,1.007409308,0.41019525,2.15011169,0.424561,1.85423996
306,21.16952396,20.24782682,18.43825531,25.23115921,17.59026337
307,20.10281136,19.36935616,6.28302383,19.51642227,15.29895782
308,3.08164786,0.781274475,8.63059174,6.01356064,3.53970276
309,3.487829883,3.42608449,2.03638992,16.30020943,1.1977066
310,1.879255924,1.288674343,0.84020294,4.65592133,4.93029343
311,3.351067179,5.040778625,2.01902771,12.54171753,13.67695427
312,1.416444501,2.151733992,3.75863327,0.39484467,5.43623291
313,1.695636215,0.534116652,0.07499084,1.34998093,0.07253799
314,0.006379416,2.854568128,0.7792691,3.2286731,1.8916713
315,3.586752798,0.633563606,3.24687195,4.5632515,3.12314606
316,1.970840697,2.300848715,3.71827286,3.15371735,4.06059296
317,16.53757607,19.15734213,14.93222733,11.72669144,11.05653305
318,16.24412561,11.32646919,9.16789001,9.94695038,6.33242935
319,13.56972669,16.46777799,23.17744446,7.72738647,2.06911469
320,9.534652489,11.71804163,17.86440659,0.30963898,4.00556183
321,7.28688136,5.147796835,22.30576553,0.78175507,1.21121368
322,9.267528104,7.216482112,24.31393661,15.58877792,16.65653839
323,15.29341388,5.708427708,22.37148514,12.78133621,9.69204559
324,20.33627848,7.366286379,10.71876144,20.29000854,11.51797104
325,17.50681639,1.757905249,17.97361984,16.2315773,6.61976471
326,15.76783593,36.24302497,37.37163239,45.17824249,31.56530457
327,18.83356297,34.28794305,22.97348022,17.75455475,31.02136993
328,21.33800328,35.61972422,17.54619141,42.47490234,30.27517624
329,20.70683293,26.80613989,15.62805557,32.6545639,34.13748169
330,15.52353314,13.93479159,13.06729202,24.6107872,26.33005981
331,8.484895361,3.956257703,17.29155807,6.48675613,2.61582642
332,16.46154692,24.93057134,20.6426947,13.3903334,33.35421204
333,16.87308223,24.41585493,15.93344879,29.48033524,21.51987076
334,34.67591044,41.82019107,36.63715363,34.39899445,36.54056931
335,38.97512083,46.62240254,44.80101013,52.53024673,49.7101059
336,8.463371987,14.06995139,20.69398117,13.6411438,10.96424103
337,9.470178622,3.255818798,11.47733902,3.69603943,16.27667831
338,21.8545998,27.11001269,14.64707703,23.3140387,24.87099213
339,18.26649784,30.20146265,26.06492615,18.15439606,15.31979752
340,14.5753958,5.484321336,9.99478745,24.38986038,23.19886612
341,7.39419182,5.881542885,16.27318787,4.6526358,9.79295181
342,23.85893801,18.38801133,19.09699249,31.14994049,24.18547821
343,16.22642685,17.70338241,20.60042953,29.72933197,21.08744431
344,20.67404924,17.06518552,17.20806885,13.42169189,19.6123848
345,21.3964619,18.11689472,9.55812836,11.93304825,14.80600739
346,23.16541084,11.71730578,10.14807892,4.12135887,3.05340195
347,12.32846313,8.732032865,15.7038269,5.31135941,0.7423687
348,5.579552923,1.622200485,6.99697876,3.64682007,1.43206787
349,23.82984487,22.52459066,28.35903381,16.55274414,20.00607513
350,22.87595058,26.85731421,29.91843414,0.50315094,1.65830231
351,22.09622625,25.56426384,23.67210693,9.54520721,4.54801102
352,17.96459447,21.99996206,23.20473785,2.83963318,4.52748413
353,14.97050748,10.81867393,12.77386169,5.24380951,1.66468124
354,11.46473013,11.40298551,11.34083252,10.87271194,7.06239395
355,9.332756263,10.77077546,12.95258408,9.85168533,14.70425873
356,9.152379596,10.91062546,14.20352249,7.60020523,15.19810944
357,5.356304279,9.976699401,4.51293259,3.0986908,5.91254501
358,4.826289287,9.030038402,9.88294296,1.29088516,6.54883652
359,4.01193006,7.828236834,13.93846893,2.45029831,0.19405746
360,9.875839644,10.87923263,10.09688644,10.44570236,4.28397064
361,6.825758855,8.53840778,9.43983841,2.84732056,9.17201614
362,12.42060994,10.41921703,12.02227402,11.32556534,1.11323166
363,8.750426904,7.222814168,5.62275314,0.73292923,2.02088165
364,7.480013342,3.095530108,8.49700699,12.82362976,7.58967438
365,10.79724555,9.924511198,14.65273666,0.85165405,0.7371254
366,17.47043833,13.11584234,19.92525101,5.3802948,8.42173767
367,13.22615838,12.89469579,20.35673141,3.80374146,6.37238693
368,5.936414645,14.02280776,12.71746826,5.59173584,9.51661301
369,4.945503194,7.505927215,22.80480957,5.383255,3.66442871
370,8.322500631,7.40800758,15.02042694,8.45218582,11.16770859
371,12.65951395,7.336125452,21.1804039,9.84109802,13.82077713
372,0.958398924,2.251197761,14.96615601,0.11790466,6.20689392
373,3.227220158,1.802924468,4.41235657,10.71567078,7.10581894
374,2.907016893,3.31990499,5.04874725,3.35077972,4.46461792
375,0.413751469,3.493519562,5.51010895,0.11581802,2.9549942
376,7.54428501,1.330321357,10.76015854,5.05443573,6.92022705
377,23.45536134,26.4212307,12.45016312,22.86113571,26.60940384
378,19.55928545,4.883310028,14.81092667,20.16139053,6.03974365
379,16.44591676,11.28946521,12.50051498,27.35109329,16.97562027
380,15.18188202,22.47884722,16.52585754,23.20817719,18.01542053
381,12.25779088,9.344402127,13.00569153,3.47940826,3.06414032
382,16.32552991,13.80972024,5.55426636,18.83325424,22.06578293
383,15.84813151,14.00323672,8.30956116,31.60168877,33.89748993
384,13.36083922,18.86065368,15.81546631,28.98997917,28.23240128
385,7.475178967,0.796895959,2.03654099,3.56713867,1.82621002
386,2.467319271,6.336401994,10.99494553,11.13191605,11.37263107
387,28.34313818,31.83731408,29.83200455,34.81607437,34.31730652
388,26.58410072,34.04516778,27.57598877,29.45982361,28.80786896
389,19.69250809,28.01117311,29.56762695,15.42968559,24.9684639
390,20.34723554,26.69872645,22.89793777,3.96449661,15.15678978
391,34.72680013,22.0221756,15.28211975,48.2715807,43.03050137
392,24.53735674,22.8537248,33.80306625,25.57167435,29.21568489
393,16.12198087,21.9412749,16.46015167,14.56543732,18.52735138
394,11.35753649,19.77531814,13.4502449,7.16768646,11.90925598
395,12.76679102,18.36106139,4.63785767,11.53738617,12.56419968
396,28.0643662,33.29947858,24.46951294,22.38275528,21.90723038
397,18.10545585,31.29108108,29.1232605,13.91470337,12.77039146
398,13.11776414,25.31850369,24.94283295,12.7235508,8.06791306
399,27.90128086,28.59762913,22.57585426,26.26319977,29.41028305
400,14.55022311,13.26017165,15.98243713,9.39180565,6.64881516
401,15.52839714,7.796502438,23.41835403,4.78289604,4.22448254
402,25.37214959,32.1283828,18.05857849,19.93044662,22.42570496
403,23.49734728,32.02117773,27.40837288,6.84802246,9.26182556
404,20.48486449,28.35711451,23.42225266,17.2143631,14.13798141
405,10.7562726,25.08261318,22.22815704,22.06650543,12.09970856
406,18.01853471,18.49226062,17.81177521,40.57506752,24.22975922
407,11.94744831,15.88552038,21.19789886,28.29263496,23.72261429
408,10.78455178,14.48042585,15.60160065,14.58144379,12.87820435
409,9.215355364,11.32864449,14.30083466,11.85326767,8.25960922
410,14.29747167,8.11013311,12.50556183,4.57301331,4.25875092
411,6.070932183,3.765126835,20.9214859,12.60641479,1.9728508
412,22.67159359,32.73192042,12.94169998,36.86990356,29.61331558
413,20.37215268,34.62457248,23.36772537,32.31771469,30.35717392
414,21.10884324,39.53655885,30.78073883,22.67096329,28.10283661
415,19.80654238,32.00910223,18.50653687,29.16860428,14.97685089
416,11.30322003,14.97556619,21.62987137,10.24498367,11.19466782
417,19.03827156,19.66624971,21.56806564,13.53662109,4.73397827
418,9.419290876,11.31964343,25.76747894,0.55084991,1.99149323
419,13.12962113,17.11057601,34.48937683,7.75114136,14.76149445
420,16.76111487,7.29676281,29.49225235,8.53012848,8.11205292
421,19.1328926,12.59267722,24.56491089,21.23200989,20.40335846
422,1.555156729,5.915286103,1.70125504,7.32872467,3.39654846
423,9.143049798,4.830111907,8.00853729,3.13124847,3.44020081
424,0.934563598,6.879828068,6.64147949,9.47971725,3.71874619
425,1.35683593,0.373346802,2.54104446,4.0162413,6.51678299
426,24.54418979,29.03169912,25.45689011,25.79553223,29.97127533
427,26.8730948,30.20783701,21.24280167,18.29172516,29.38392639
428,6.868871427,3.896227296,10.83993576,2.6513562,0.71986725
429,4.921029426,7.189607337,11.56375549,0.96910049,6.5647731
430,22.62945816,15.59542954,14.20026352,50.95888092,39.23847534
431,16.20607227,9.695642251,9.60584106,31.94240417,32.20546951
432,13.23023918,17.4609239,23.13126221,16.56978455,18.19345322
