INDEX,Mean,Best Day,Best Latest
0,11.804029417999999,4.723201830000001,4.723201830000002
1,0.5445442899999975,1.3352909100000012,12.73778629
2,27.323073152,40.46095,29.06596191
3,23.771602446000003,5.852779240000004,5.852779240000004
4,27.851350180000004,20.018184510000005,20.018184510000005
5,13.295859358,5.698192749999997,24.38397825000001
6,11.342950880000005,0.8771668999999989,0.8771668999999989
7,12.918756174,13.971067050000002,13.971067050000002
8,16.994045972000002,24.076652290000006,26.65184578
9,30.434692106000014,30.59997559,31.54552078
10,11.139247363999992,2.4575385999999995,5.566951179999998
11,17.997797202,21.887920830000006,19.63511261
12,12.769687006000009,9.039942020000005,9.039942020000003
13,15.746443017999999,13.674906920000005,15.70049591
14,3.1650241559999936,0.9080868100000004,0.9080868100000004
15,4.283100888,11.784465789999999,1.2892579600000005
16,6.5574381660000025,14.620920560000002,2.4364341699999983
17,25.476597211999998,21.01796573,20.91235733
18,13.850136241999992,9.882076569999999,15.64715027
19,8.070456929999999,13.865261690000004,6.70704954
20,19.03214258600001,13.3311615,31.30721709
21,5.624468767999996,0.1897619999999982,10.879516600000002
22,6.655562249600003,10.353060722,10.928334069999998
23,9.947290290000002,12.4704832,2.16334915
24,7.820465788200001,2.41551514,19.399536419
25,5.7918326476,23.688690190000003,9.027088642
26,1.5892355840000008,4.862562180000001,9.894231800000002
27,3.0100309699999954,0.37515585999999956,0.3751558599999996
28,1.8277570819999984,9.671890829999999,1.0779852299999997
29,3.710307550000003,11.861805790000002,11.861805790000002
30,10.723361349999998,0.13338346999999828,9.9876309
31,15.00156141,9.276834870000002,0.9210232100000012
32,7.755545398000003,5.189468379999994,23.59543545
33,9.507996945999992,0.759742739999993,1.4657592800000003
34,6.677269731999999,6.659132360000001,4.180229190000007
35,23.924609444,19.442239110000003,23.55931473
36,5.606363344000002,0.03507378999999844,0.03507378999999844
37,5.251816727999994,9.20693207,0.988942520000002
38,14.97722109,17.84902573,12.821742200000005
39,20.213001328000004,20.046334310000006,20.046334310000006
40,0.5938952220000004,1.3770027200000001,15.103118899999998
41,4.8793668479999965,7.996539079999998,4.823737999999999
42,4.779086589999992,11.251968379999994,15.294227599999996
43,2.095922969999989,10.640098570000006,3.469763659999998
44,19.59200257,20.53475494,22.96723102
45,0.9358360020000022,9.101184840000002,9.101184840000002
46,13.260696842000005,17.120155330000003,13.03482759
47,8.482802254,4.939106330000001,4.939106330000001
48,11.251580242000003,8.828433330000003,12.994304659999996
49,8.092087493999998,2.541263579999999,2.541263579999999
50,4.700483002,0.9210319499999997,0.9210319499999996
51,4.661863128000007,7.824560320000003,3.11229324
52,5.665761221999992,5.483961568610823,2.99424071
